,user_id,registered_at,age,first_purchase,before_first_purchase,since_last_purchase,total_purchases,purchase_frequency,total_expenditure,expenditure_per_transaction,brand_new_transactions,purchased amps,purchased acoustic-guitars,purchased effects-and-pedals,purchased drums-and-percussion,purchased accessories,purchased parts,purchased electric-guitars,purchased pro-audio,purchased folk-instruments,purchased bass-guitars,purchased other,purchased keyboards-and-synths,purchased dj-and-lighting-gear,purchased band-and-orchestra,purchased parts-accessories,purchased home-audio,purchased software,first_type,is_seller,first_listing_date,first_sale_date,since_last_listing,since_last_sale,before_first_listing,before_first_sale,total_sales,sales_frequency,earnings,earnings_per_sale,sold effects-and-pedals,sold electric-guitars,sold amps,sold pro-audio,sold folk-instruments,sold accessories,sold band-and-orchestra,sold acoustic-guitars,sold drums-and-percussion,sold other,sold bass-guitars,sold parts,sold keyboards-and-synths,sold dj-and-lighting-gear,sold home-audio
1736,205100,2014-08-13 20:25:41.389,850,2014-08-13 23:10:11.564,1,850,1,0.001176470588235294,22500.0,22500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,205184,2014-08-14 00:10:02.044,850,2014-08-14 00:12:51.685,1,850,1,0.001176470588235294,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,205320,2014-08-14 07:27:17.689,849,2014-08-14 07:32:03.325,1,849,1,0.001177856301531213,38000.0,38000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,205324,2014-08-14 07:46:54.718,849,2014-08-14 07:49:13.324,1,849,1,0.001177856301531213,28500.0,28500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,205443,2014-08-14 12:18:47.282,849,2014-08-23 19:23:36.454,10,840,2,0.002355712603062426,1600.0,800.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,205579,2014-08-14 14:00:26.474,849,2015-12-19 17:52:56.385,493,357,1,0.001177856301531213,59200.0,59200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016-05-29 17:31:23.325,2016-06-15 20:59:40.030,195,178,655,672,1,0.00117785630153,70000,70000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1742,205767,2014-08-14 16:46:22.269,849,2015-02-12 02:16:15.773,182,667,1,0.001177856301531213,4798.0,4798.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,205808,2014-08-14 17:38:56.113,849,2014-08-14 17:59:28.043,1,849,1,0.001177856301531213,9500.0,9500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,205824,2014-08-14 17:58:48.742,849,2014-08-14 17:59:51.148,1,849,1,0.001177856301531213,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,205862,2014-08-14 19:03:17.930,849,2014-08-14 19:22:12.752,1,849,1,0.001177856301531213,120000.0,120000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,206011,2014-08-14 23:43:04.581,849,2014-08-14 23:45:05.137,1,849,1,0.001177856301531213,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,206126,2014-08-15 04:33:56.921,848,2014-11-24 22:21:20.014,102,102,10,0.01179245283018868,161620.0,16162.0,1,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2014-10-30 01:44:27.005,2014-10-30 12:30:37.099,104,95,76,77,7,0.00825471698113,273000,39000.0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0
1748,206155,2014-08-15 06:52:28.621,848,2016-03-25 16:48:47.307,589,176,22,0.025943396226415096,404407.0,18382.1363636,3,0,0,16,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2016-04-09 19:18:26.818,2016-05-04 20:34:30.905,200,142,604,629,11,0.0129716981132,248500,22590.909090909092,5,2,0,3,0,0,0,0,0,0,1,0,0,0,0
1749,206161,2014-08-15 07:28:56.340,848,2014-08-15 07:33:10.258,1,848,1,0.0011792452830188679,37900.0,37900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,206254,2014-08-15 15:08:30.514,848,2014-08-15 18:49:55.983,1,848,1,0.0011792452830188679,10000.0,10000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,206599,2014-08-15 19:51:17.053,848,2014-09-25 10:04:02.142,41,12,15,0.01768867924528302,1313154.0,87543.6,3,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,1,2014-10-27 13:48:43.641,2014-10-30 21:14:09.709,68,57,73,77,21,0.0247641509434,2067899,98471.38095238095,2,11,6,0,0,0,0,0,0,0,0,2,0,0,0
1752,206827,2014-08-16 02:34:12.841,847,2014-08-16 02:43:26.226,1,847,1,0.0011806375442739079,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,206834,2014-08-16 02:57:21.339,847,2015-06-17 02:17:51.961,305,114,4,0.004722550177095631,131994.0,32998.5,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2015-06-10 12:54:50.681,2015-06-15 01:52:00.976,124,96,299,303,5,0.00590318772137,244500,48900.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,207114,2014-08-16 19:27:56.448,847,2014-08-16 19:31:23.480,1,847,1,0.0011806375442739079,19950.0,19950.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,207310,2014-08-17 07:24:41.176,846,2016-07-11 16:45:11.734,695,9,5,0.00591016548463357,,,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,207316,2014-08-17 08:14:46.009,846,2014-08-17 08:15:35.972,1,846,1,0.001182033096926714,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,207317,2014-08-17 08:24:26.310,846,2016-09-16 00:50:53.604,761,86,1,0.001182033096926714,6600.0,6600.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,207484,2014-08-17 21:16:37.252,846,2014-12-02 18:34:53.435,107,139,2,0.002364066193853428,59000.0,29500.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-06-10 04:15:59.199,2016-09-12 02:06:37.869,183,89,663,757,1,0.00118203309693,50000,50000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,207498,2014-08-17 22:14:56.736,846,2014-08-17 22:16:46.174,1,149,6,0.0070921985815602835,7994.0,1332.33333333,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,207552,2014-08-18 01:07:49.681,846,2016-09-29 05:18:47.025,774,72,1,0.001182033096926714,41500.0,41500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015-10-23 00:03:51.703,2015-11-07 20:58:45.655,415,399,431,447,1,0.00118203309693,130000,130000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1761,207582,2014-08-18 02:06:45.135,845,2014-09-04 23:39:48.542,18,180,5,0.005917159763313609,98200.0,19640.0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,208079,2014-08-19 14:27:25.717,844,2014-08-19 14:28:07.820,1,843,2,0.002369668246445498,1000.0,500.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,208172,2014-08-19 19:49:17.081,844,2015-10-14 22:11:55.036,422,417,2,0.002369668246445498,21200.0,10600.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,208221,2014-08-19 21:51:38.228,844,2014-08-19 21:56:17.122,1,844,1,0.001184834123222749,3900.0,3900.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,208239,2014-08-19 22:24:32.706,844,2014-08-19 22:31:03.286,1,405,5,0.005924170616113744,139663.0,27932.6,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,208246,2014-08-19 22:43:53.402,844,2014-08-22 02:46:04.400,3,806,2,0.002369668246445498,28300.0,14150.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014-09-09 19:19:51.136,2014-09-15 03:52:56.586,823,817,21,27,1,0.00118483412322,9500,9500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,208269,2014-08-19 23:55:57.159,844,2014-08-19 23:57:13.492,1,844,1,0.001184834123222749,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,208285,2014-08-20 00:50:02.508,844,2014-08-24 20:24:52.162,5,813,2,0.002369668246445498,137500.0,68750.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,208319,2014-08-20 02:30:10.066,843,2014-09-04 19:15:53.001,16,85,28,0.033214709371293,224185.0,8006.60714286,22,0,1,6,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,208358,2014-08-20 04:38:49.618,843,2014-12-25 08:47:42.052,128,250,4,0.004744958481613286,43368.0,10842.0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,208364,2014-08-20 05:03:59.026,843,2014-10-05 17:53:06.548,47,57,8,0.009489916963226572,139727.0,17465.875,4,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014-11-18 12:11:23.257,2014-11-29 23:40:29.925,83,71,91,102,28,0.0332147093713,2076900,74175.0,12,10,1,1,0,0,0,0,0,0,0,4,0,0,0
1772,208369,2014-08-20 05:53:59.634,843,2015-12-03 20:00:09.302,471,29,2,0.002372479240806643,33800.0,16900.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,208408,2014-08-20 12:21:37.533,843,2014-08-20 12:23:41.474,1,647,3,0.0035587188612099642,1498.0,499.333333333,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,208520,2014-08-20 18:33:28.848,843,2014-08-20 18:35:58.502,1,843,1,0.0011862396204033216,4200.0,4200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,208524,2014-08-20 18:44:48.459,843,2014-08-20 18:51:44.653,1,843,1,0.0011862396204033216,33900.0,33900.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,208574,2014-08-20 20:49:13.700,843,2015-10-31 15:27:13.687,437,406,1,0.0011862396204033216,17161.0,17161.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,208685,2014-08-21 02:45:26.340,842,2014-08-21 02:46:45.706,1,842,2,0.0023752969121140144,2499.0,1249.5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,208726,2014-08-21 05:35:07.074,842,2016-10-03 15:20:27.834,775,68,1,0.0011876484560570072,165325.0,165325.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2014-08-21 05:45:36.516,2014-09-14 11:40:41.962,410,83,1,25,5,0.00593824228029,234700,46940.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,208809,2014-08-21 14:45:59.690,842,2014-11-15 18:08:09.723,87,528,3,0.0035629453681710215,123999.0,41333.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,208828,2014-08-21 15:33:49.731,842,2014-08-21 15:34:42.155,1,836,2,0.0023752969121140144,798.0,399.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,208848,2014-08-21 16:43:56.937,842,2014-08-21 17:09:08.324,1,842,2,0.0023752969121140144,41000.0,20500.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,208870,2014-08-21 17:33:19.122,842,2015-10-22 00:45:47.221,427,10,6,0.007125890736342043,303539.0,50589.8333333,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014-08-21 18:28:48.643,2014-08-28 03:30:12.474,156,90,1,7,11,0.0130641330166,1096000,99636.36363636363,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0
1783,208930,2014-08-21 20:21:55.793,842,2014-08-21 20:22:30.108,1,842,1,0.0011876484560570072,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,209072,2014-08-22 05:22:52.163,841,2014-12-05 03:13:32.193,105,23,12,0.014268727705112961,444799.0,37066.5833333,1,2,1,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,209140,2014-08-22 14:24:39.382,841,2014-08-22 23:25:51.923,1,841,1,0.0011890606420927466,6000.0,6000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,209164,2014-08-22 15:48:34.178,841,2015-08-06 01:26:44.531,349,186,5,0.005945303210463734,234500.0,46900.0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2015-04-12 11:53:08.004,2015-04-17 17:10:25.423,322,321,233,239,5,0.00594530321046,230700,46140.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1787,209190,2014-08-22 17:14:23.838,841,2014-08-22 17:15:55.388,1,27,3,0.0035671819262782403,71571.0,23857.0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,209204,2014-08-22 18:15:41.010,841,2014-08-22 18:18:32.184,1,164,2,0.0023781212841854932,284900.0,142450.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2016-04-25 22:10:40.002,2016-05-08 03:34:44.646,229,165,613,625,2,0.00237812128419,170000,85000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,209242,2014-08-22 20:25:03.284,841,2014-08-22 21:06:16.527,1,841,1,0.0011890606420927466,79000.0,79000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,209323,2014-08-23 01:44:18.089,841,2014-08-23 01:45:49.877,1,841,1,0.0011890606420927466,55000.0,55000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,209338,2014-08-23 02:49:35.434,840,2014-08-23 03:23:46.254,1,840,1,0.0011904761904761906,40000.0,40000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,209427,2014-08-23 15:08:39.148,840,2014-08-23 15:13:05.121,1,195,2,0.002380952380952381,88500.0,44250.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,209441,2014-08-23 15:58:01.746,840,2014-08-23 16:17:22.994,1,6,37,0.04404761904761905,384969.0,10404.5675676,10,1,0,26,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,1,2015-03-04 14:23:38.808,2015-03-14 03:17:26.130,36,17,193,203,85,0.10119047619,474800,5585.882352941177,24,2,1,0,0,6,0,0,0,0,0,52,0,0,0
1794,209545,2014-08-23 22:39:47.821,840,2014-08-23 22:40:58.417,1,367,6,0.007142857142857143,165089.0,27514.8333333,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,209555,2014-08-23 23:07:45.457,840,2014-08-23 23:13:29.479,1,840,1,0.0011904761904761906,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,209585,2014-08-24 01:13:33.814,840,2014-08-24 01:19:50.491,1,840,1,0.0011904761904761906,798.0,798.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,209636,2014-08-24 05:48:40.748,839,2015-08-12 03:08:13.763,353,486,1,0.0011918951132300357,9000.0,9000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,209895,2014-08-25 00:58:25.353,839,2014-08-25 01:02:27.146,1,839,1,0.0011918951132300357,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,209956,2014-08-25 04:42:26.863,838,2014-08-25 20:04:59.779,1,411,4,0.00477326968973747,63499.0,15874.75,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,210657,2014-08-27 03:27:02.118,836,2014-08-27 03:28:38.243,1,180,2,0.0023923444976076554,43399.0,21699.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,210660,2014-08-27 03:37:38.333,836,2014-08-28 18:39:37.537,2,834,3,0.0035885167464114833,6098.0,2032.66666667,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,210702,2014-08-27 07:37:53.192,836,2014-12-20 00:20:40.157,115,722,1,0.0011961722488038277,8950.0,8950.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,211134,2014-08-27 21:32:23.653,836,2014-08-31 19:40:46.171,4,17,7,0.008373205741626795,203000.0,29000.0,2,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2015-03-23 20:55:40.341,2015-03-27 19:28:43.103,265,262,208,212,6,0.00717703349282,260000,43333.333333333336,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0
1804,211140,2014-08-27 21:36:02.032,836,2014-08-27 21:41:15.814,1,836,1,0.0011961722488038277,2090.0,2090.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,211307,2014-08-28 01:59:34.436,835,2014-08-28 16:08:16.181,1,138,6,0.00718562874251497,98899.0,16483.1666667,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,211318,2014-08-28 02:24:03.889,835,2014-10-21 17:18:34.313,55,8,27,0.032335329341317366,619593.0,22947.8888889,7,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014-09-18 17:53:24.629,2014-09-22 13:28:42.319,19,17,22,26,44,0.0526946107784,1077000,24477.272727272728,24,5,13,0,0,0,0,0,0,0,0,2,0,0,0
1807,211333,2014-08-28 02:44:47.776,835,2014-08-28 02:46:28.583,1,835,1,0.0011976047904191617,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,211451,2014-08-28 10:54:22.832,835,2014-08-28 10:55:41.602,1,835,1,0.0011976047904191617,399.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,211614,2014-08-28 18:39:25.410,835,2015-03-10 19:32:49.505,195,641,1,0.0011976047904191617,22500.0,22500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,211648,2014-08-28 19:52:48.854,835,2014-08-28 19:53:29.519,1,835,1,0.0011976047904191617,995.0,995.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,211681,2014-08-28 21:14:56.019,835,2014-08-31 17:00:33.272,3,59,2,0.0023952095808383233,77500.0,38750.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014-12-16 14:03:40.087,2015-01-24 02:09:35.325,497,482,110,149,2,0.00239520958084,315000,157500.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,211787,2014-08-29 01:32:22.978,835,2016-04-18 16:23:14.249,599,230,3,0.003592814371257485,275400.0,91800.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,211911,2014-08-29 12:25:19.041,834,2015-06-17 12:24:27.189,292,542,1,0.001199040767386091,73500.0,73500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,212005,2014-08-29 16:07:15.384,834,2014-08-30 22:16:47.833,2,833,1,0.001199040767386091,65000.0,65000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,212070,2014-08-29 18:34:27.417,834,2014-09-03 16:14:36.418,5,735,8,0.009592326139088728,72898.0,9112.25,1,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,212112,2014-08-29 20:43:15.387,834,2014-08-29 20:49:07.213,1,827,3,0.0035971223021582736,12005.0,4001.66666667,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,212154,2014-08-29 22:15:10.929,834,2014-08-29 22:16:05.609,1,834,1,0.001199040767386091,50199.0,50199.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,212195,2014-08-30 00:39:42.064,834,2014-08-30 00:41:29.593,1,7,22,0.026378896882494004,402499.0,18295.4090909,8,2,0,7,0,4,4,5,0,0,0,0,0,0,0,0,0,0,1,1,2016-10-05 12:35:09.862,2016-10-05 14:36:26.941,36,31,768,768,13,0.015587529976,296000,22769.23076923077,6,4,1,0,0,0,0,0,0,0,0,2,0,0,0
1819,212372,2014-08-30 15:50:44.715,833,2014-08-30 19:36:17.992,1,501,6,0.007202881152460984,186354.0,31059.0,4,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,212529,2014-08-30 22:30:19.215,833,2014-08-30 22:33:56.665,1,833,1,0.0012004801920768306,13500.0,13500.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,212610,2014-08-31 02:38:08.561,832,2014-08-31 02:39:18.583,1,710,2,0.002403846153846154,18899.0,9449.5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
